gender,speaker_id,available_clips,selected_clips,clip_paths,ages,accents
female,655bd8f705762c04b529e0504b4c9ad83368d776046217740243d428f0ef6ef3eb7586bfb2689744b21d874921dc940a2eb1e5c8d555c3570561da6a23c588f4,3,2,common_voice_en_19940626.mp3;common_voice_en_19940644.mp3,twenties,
female,468c73a0e95773307cf0e06383d68347bfc6777668aa214926eaae99e54d15fcac1c4166e70c8ef09d48800f15853c4203b8bcab5ec313c27f5da6c1078e8c6d,3,2,common_voice_en_19698374.mp3;common_voice_en_19698375.mp3,teens,
female,656fa616780a3ca01cd83999a87d78d1531fe36e609e4893e5475b48f37f48e6a78f7064e85c7273b46ced9008cf98dd20289c98606cb7f373fc523a8e514a59,3,2,common_voice_en_20812958.mp3;common_voice_en_20812960.mp3,twenties,
female,2e44bb0ede1385b1b6e958a438e104f87a39123a62458441734913602785eafa666d612914ca2de68c4592d1f2e5b994e936e7b8b3278d38938002405b203f9b,3,2,common_voice_en_20160290.mp3;common_voice_en_20160298.mp3,twenties,
female,1369272f04ff59af769114471a772c086c36fa9d4a06ccd86a90f4dc298c893285e8af7ca321d23b4577f0aa3db244e09cc26cf516006c1aaa27a2b2dd738321,3,2,common_voice_en_21991023.mp3;common_voice_en_21991024.mp3,twenties,
female,2c14616a7a1d5ed78b675ce9604f0f1aaa90ce846eebc3af36c166be407c8041ed2af2e02105bce0c01adfdee2f36a3320017b7426aa0b39c7d67862613464ae,3,2,common_voice_en_35175849.mp3;common_voice_en_35175851.mp3,twenties,United States English
female,5478a11026c9ceb0447313de18210c93e2a9e616fe08a0762d5f3916d5cb8f4e13eaed23964684cb26a8dbb07d3893d453b5dcbdfde5878dcce9db3be55430e0,3,2,common_voice_en_22002586.mp3;common_voice_en_22002592.mp3,twenties,"India and South Asia (India, Pakistan, Sri Lanka)"
female,40ef8f7ec5e58f2ba7b9c934cf57ae928bae5b13662b8fa5c1fa6eebc2718a028a0eb34ca4663e039f2136baec5ad995c541fc2deb0a5d280b2989a07019ae05,3,2,common_voice_en_41633126.mp3;common_voice_en_41633128.mp3,thirties,United States English
female,84a278ccb9f1d57f4b8bdc57175a1ea617e168077f6e1b9852597d9d4f2f0d6692920c3e0e3885bf3e85ffc045bd522f088b5e4f66b65d1b2160741c381fadba,3,2,common_voice_en_18565872.mp3;common_voice_en_18565873.mp3,twenties,United States English
female,6a2f39c781706c9add7c1b526e716b608ef6d05c021de456060858d880174d345c669f70aa5a906ab143c34d249fbdcf423a5d08046ddaf889e3a926429b2a18,3,2,common_voice_en_22967313.mp3;common_voice_en_22967314.mp3,twenties,Hong Kong English
female,24e481b77686f05992cfadca9809b4fd72604f7c01d0b05180536a2934cb10ae6c0f6a3b08f5182195c76c83512815a462dcd93d413cbd72277f69362ba16665,3,2,common_voice_en_36677.mp3;common_voice_en_36678.mp3,twenties,"West Indies and Bermuda (Bahamas, Bermuda, Jamaica, Trinidad)"
female,3a7e562f91be204271351929b01fc4358096dc524cb7b94c3e848d0f580d04cdb65e4e1691df2a2a2e6b76be7ff8397fc60ae66e0595b62eb6f9eb9f2c9c56d3,3,2,common_voice_en_40869109.mp3;common_voice_en_40869187.mp3,twenties,United States English
female,504a6edcdc72c5f33a1460445985d50cd8556a86f4ff3a8a768607072654b5f4fbc592f99943068a1eb9cc0704198a150323b0f131990fcce122f8d981388e3b,3,2,common_voice_en_40174293.mp3;common_voice_en_40180632.mp3,teens,
female,0bbfa382d2dd9b48eaa755b2f588aced3fac1f1e9e1fe667001a6f78a3245bb61ff5f40fdb5c54e099e27ca61f9f0a9cef75efe007ea860ac144387a3c33df55,3,2,common_voice_en_17270171.mp3;common_voice_en_17270172.mp3,twenties,United States English
female,693925766b05f4ef359a07acb1d85b3ec4c4383b2a3db0b763f8215bf65355437967cc20977296210ba20d7d7181b4495a6cae86e20959a481ea9fb92aad69cf,3,2,common_voice_en_528775.mp3;common_voice_en_528776.mp3,twenties,England English
female,3db3d0bac4e37d7d54ac334821095845579314ff8710aedd5ccf1ed3f72e817ef9cefe8ed7abd86b6564a6ab29d1f63383f7114574d5403bac412c4f65c882ed,3,2,common_voice_en_40239880.mp3;common_voice_en_40239882.mp3,fifties,Scottish English
female,5de04a75a6d62570a66caa0e7fe54212a45a2d3b51f4cbc717748548462c2d23d29df9ede39afa12a05071123e4ae97bd0388c9ff52bf0820250e3786d8e96ff,3,2,common_voice_en_38114657.mp3;common_voice_en_38114658.mp3,twenties,
female,3cf1279cdd1148222399b5d86d723bef691ada94e33f4190c678f996df2fab8fab9e02708fababe3a17aab3dcd097084c2ec48d114accaf9f2211c7d761c700f,3,2,common_voice_en_37586793.mp3;common_voice_en_37586795.mp3,twenties,
female,208327f9bb5737368cca9ee1b3c180740f70bd77ec660f6ae3c8fe51107b918ccf1a097d2da68ca160ac701822101ab835107f0c7032ff6dc3fa71dc9b2f0b15,3,2,common_voice_en_18740242.mp3;common_voice_en_18740243.mp3,twenties,United States English
female,32b926cf878a0ee69a949c847ca3ccd5423adfb3a67b60b74d1f479da851b677b921e660f5080a59a942a1ce6180bbcdd896905aade6184354590e6a9a592996,3,2,common_voice_en_19118251.mp3;common_voice_en_19118253.mp3,thirties,Malaysian English
female,4dd15c581f49c43237179a3a1a7b51b2b8afb69b4954866521d865372b49696fafac60a0bff7c9fb7344f89692cc3a340af09ae84210c790c979fff83a6e4cc0,3,2,common_voice_en_17882306.mp3;common_voice_en_17882308.mp3,thirties,United States English
female,0278f2d616564bce3da31144e933a649e0c0d88639c75267ab4a18dc51afa0303de1cd65bb0fcbd4f03a88e51e9340bd52c1a763a3050559f77bbe5f6aa93981,3,2,common_voice_en_648456.mp3;common_voice_en_648457.mp3,thirties,
female,7eb3e928c079e5f85ad5f178432e3d9d1d49a4758a3dc6aa8d3968279ade1a3d941db6a3a1fcd8d6b184da2981d69cc1b17a693ffd4a9d1fcd84a2dac0b9cca9,3,2,common_voice_en_22287969.mp3;common_voice_en_22287970.mp3,teens,Hong Kong English
female,1bde504de643168a27f365c609cdac02788fefa64f6b990f6fa217250b61f3fc78722aa9e65eb0d053247d4dd9de9e29ee4a8bec6025ffac8829e80b5ca18a26,3,2,common_voice_en_17960933.mp3;common_voice_en_17960990.mp3,fifties,
female,0b109bf331dc82c1963f172a2c9b52a320f667103d55f1df48da2f773591fd0674fd7b3a12edfebbd80543a0333587e5b4238ef50ee7171e6fd12ddf5ec99441,3,2,common_voice_en_17976071.mp3;common_voice_en_17976072.mp3,thirties,
female,550058a67e8bc5a66e6d2bebc64ac4e61ec4b9b4207bb2467ebc800954fde076c3cbeda98c664364a93779a5286e41cea8d4937742b14b4524e8b2e690c443db,3,2,common_voice_en_673977.mp3;common_voice_en_673978.mp3,fourties,United States English
female,461059307d756b80d08835b893bbee0e93e8cf237db0b4ba90a0b34adfa5ee77c44a3777d5a0c19d7a920260f7fd54fdd84661371abe9ece4b08ea2624146827,3,2,common_voice_en_25154293.mp3;common_voice_en_25154294.mp3,twenties,"India and South Asia (India, Pakistan, Sri Lanka)"
female,573f0214150ff277caae380b462c562524554bf41fd49214eb7b04fbe5cd2b1c26f11f116a029f902424fef4103812bcd53024373c34a1260fb0ffd8ae9f05be,3,2,common_voice_en_18686429.mp3;common_voice_en_18686430.mp3,twenties,
female,0b4592afe054905214e5ad10ccc3fb70f0686e24bdea8583609c8ad1ec332968587d5ccc7ec61ae2026493136c352c4ceb26ac5c849c6f3476e8b7428fde7f0e,3,2,common_voice_en_19768272.mp3;common_voice_en_19768273.mp3,fourties,
female,4946e08edb1db30f98f4ed1cee7f597fd91fad3115e77d63c6fa2b1feaedad8809305dac450f9aa9dcfd11df34ac100a533488c06b020cf567c4c42ffc1572ff,3,2,common_voice_en_33364195.mp3;common_voice_en_33364197.mp3,thirties,
female,3a4ec1fd6ed19a5b69141ffc89bf15153e0b6eb6be8f1a145f5ccb4d50408adda967aa9f9eb9104a77e087e6cac1a5a999d51a2f22df80d0c7674634cfaafd13,3,2,common_voice_en_17829979.mp3;common_voice_en_17829980.mp3,twenties,Hong Kong English
female,61dd66c118bd7f3165e6dcf891539c4d5ad500c2999126f1da209a7462ef5a2d5b933b1bc0151c74a3e28c8ea6b56afdbd1718d3821d2753dcf739ef9001a9a0,3,2,common_voice_en_8126998.mp3;common_voice_en_8126999.mp3,twenties,England English
female,491a6e690f42ba0f428e71423d26adaf55d65ef9e67db714cc7c4ce2d47ec481a41eaab425ec2f1b7ec438f8c687b1a1ed17a703192d7c4a78d14be0c889edbc,3,2,common_voice_en_35624845.mp3;common_voice_en_35624846.mp3,twenties,
female,42358fbe5736422e36f45cf5a9cc38c952effd9dccc2a66bd42d94a1d12f3702bd2348fe632148030c3ed0d972ac1cf2e21b16df5b814368af4c1377ac0fc33f,3,2,common_voice_en_19651158.mp3;common_voice_en_19651159.mp3,twenties,
female,4498fc8a02fdc71bd6238e7020b44ddb11b2922e44e1fda1ccc177f6d24c99b0ef8b526c40d48f44b73cf32a8138e49b9e0fc93e64be8c318d8b7b9f84870bfa,3,2,common_voice_en_26601318.mp3;common_voice_en_26601320.mp3,teens,
female,51f3a0f47da94fcc90b86ac01eb86f1a83fbfefed7ace1d6ac29539d92ce4a14eca9319001123d369da4a5baef4790b57f9c9f96ed3706db0a12ea754f4dac3e,3,2,common_voice_en_23732802.mp3;common_voice_en_23732803.mp3,teens,United States English
female,5bbcb9160c81f87bcabf8b401e0e7cb380a982eda273cb1e2a780d406ddd11ebe099ec6403084e9f0328a9460bcbb2c58fd71634a1c9672f50900cbac1b16072,3,2,common_voice_en_19490921.mp3;common_voice_en_19490922.mp3,thirties,United States English
female,1e07ad4cb87bce5c6d2d80a8b7901844251a979175f4c83f2e16d4a833e0737fb8db9d72cd9b828d07fbaea0e0ea9391e9fb01032c363ccd06b347609e275883,3,2,common_voice_en_17262960.mp3;common_voice_en_17262961.mp3,fourties,United States English
female,36062260d676bde6039ce120c376465b2bd64e0699bac4f5ccf693568a39376a0cbc895a1c3ad2b74de0236420dc51f0dc3bc8d7f1fcac394756286a2c426056,3,2,common_voice_en_27291501.mp3;common_voice_en_27291502.mp3,twenties,
female,6edf18854df5966cd37dbb1adc329f9e1c06d2fce2a59a15d45214058a22cf01ff7c795e7ceb55f0c5f154b1d85fb8eb503e1e17f2373da10ddcb8a6c6744957,3,2,common_voice_en_18282032.mp3;common_voice_en_18282034.mp3,twenties,United States English
female,7928aa1d2dc2a00348ab7c9039e94d772ef643dc7b8953bf21a66ac7b54c3686e1e77d40f030e30c5db73c887d690e7fa8cbe53bcad31f9afd303da746d9cc34,3,2,common_voice_en_18130944.mp3;common_voice_en_18130945.mp3,fifties,Canadian English
female,428745fb50633dad75ef510c38b4e9030f17643e0a260a19cee9e5a493ed96ad46038fa33c3d2160569ac17b2b50163a623c21036a8a8b811c89a328147c1c5e,3,2,common_voice_en_649346.mp3;common_voice_en_649347.mp3,thirties,United States English
female,6f3b5de2d4e595651e2e29982ee3ec898a8f43f69e7f5c281910029db801ead4e5781f8d5cb6cb1ddd1a746955a935a58fc0e4534706d3a6f7d738c429ae71d7,3,2,common_voice_en_38707113.mp3;common_voice_en_38707391.mp3,teens,United States English
female,7d8abf433fca661f0a3a83999f777569d573eadada90e71b27ec397d4e1441e22fb375f9832d72449ab9fc415ff2f0c16c04ca685551b24eb49b8e76cdceeda3,3,2,common_voice_en_19725347.mp3;common_voice_en_19725349.mp3,thirties,
female,1f78e823b8fabf3af3283cf9db1102169ee760e2cb3419040850d1e33305b5f9360b0e882b6d1de13a06aefbe28b5f1e1f737f79c21d228e43a302c8f0f28378,3,2,common_voice_en_22123591.mp3;common_voice_en_22123593.mp3,fifties,
female,07e60bd8a6e90c6e7767fbc6838297c43348a1582077bd46884c4579ec553295461216ca91e2c70a50dcb88fa23fa2b0625618dc095581898c853a1543d3f2bb,3,2,common_voice_en_18257271.mp3;common_voice_en_18257276.mp3,twenties,
female,3cdcb1bcc45130815e4d4e988cfd05aa8255f7165b0dea1cc400bffe886a578d887d62832edf00a52cf052252fa78b3644b48e9e5f0cfedbbc1ac2459120fed4,3,2,common_voice_en_17855186.mp3;common_voice_en_17855187.mp3,twenties,"India and South Asia (India, Pakistan, Sri Lanka)"
female,49a397db788909b0dcfea5df7e4596f812215e80b4a4947617a10073c6bfb5c59d36a35819aebe801aad686fcdd336e2049d65425ffef9e9178f9beab995e4e5,3,2,common_voice_en_18211588.mp3;common_voice_en_18211592.mp3,thirties,United States English
female,174b345eb1a99c3828debccabe8839741ea39f732fa761c03adf55da4318046dd62295b9677811287f1743ead3f1148d5ed5d27c8e96a6e667043d135a19a93d,3,2,common_voice_en_508057.mp3;common_voice_en_508058.mp3,sixties,United States English
female,3c14df8dd258e9ba64ee5b89a38e28a3a5169ea1e4290fe39ab32bd2755a5b5c4a69f3ac4db27579b027963eddba74212dd3932172cb92bac32f080d37780af1,3,2,common_voice_en_195498.mp3;common_voice_en_195499.mp3,fifties,
female,83f8a1bb0db0741612e55ba606abd86ca7ddb650563848f8121fc331c139239c2a867e4bda0685af3c4aefe5727bfdbae0c4e32e6a2cf634f3516761e5d8c65b,3,2,common_voice_en_19677557.mp3;common_voice_en_19677562.mp3,twenties,
female,365b0ffc720a3d4a6040a9f06422b2f9db3fb7abe132d98af9f1416b7fe65cbeb4aec8786c8b515d54879abd8239db995427bbaec004656bec94832a212b5ccd,3,2,common_voice_en_17289231.mp3;common_voice_en_17289232.mp3,,Scottish English
female,03a616fd53fd0caf95b27ca0dee5facdc7473534ee4068a67a0bb96db736f81c2d7d7ed127e983c8e44ed8a92ae59cebed901495ab219b66203cebf6c22c0cac,3,2,common_voice_en_30699809.mp3;common_voice_en_30699821.mp3,thirties,England English
female,743f7ee890f0d406a298ebf4c76f632a85e04da3e56edae4969fdfdbe90238103ed73dcf38406a18535fbf581d91636d70724cde7c2b919ccde10ec510352409,3,2,common_voice_en_33000195.mp3;common_voice_en_33000196.mp3,twenties,
female,78b02d448357cdfc03a314d9efbf56092da653be67d2cd3cc80df05ab26d45764a860d2c4a230cad65b81b2ef39f1ed09d6274f8dfe7833a7ce5b278370ebb8a,3,2,common_voice_en_32097796.mp3;common_voice_en_32097797.mp3,twenties,
female,4fa6762326835b13d032b8cbb42d96b6c38884f5fa3814967760e19f510a34899b7d7e2c2a9e6825678e2db78b87af1be711cc63d6d98ed05011fdaa5faaca09,3,2,common_voice_en_17253258.mp3;common_voice_en_17253259.mp3,seventies,Australian English
female,2f816fce2988d0d1a6d74cb48a426e9f2323f760b4b03867e41bc9c2afd3602491a87c933ab3f254a5f0e1130982d9e5429560b5027e5a67c241dca9203d0012,3,2,common_voice_en_20273907.mp3;common_voice_en_20273908.mp3,twenties,United States English
female,1f2b079ec9661124f931daa9e98b56122f51820cf289f055e7f9addb9b79ffe659fed2f7404abdca1c40f787ef1eae504d603365656c3bdc080c97c2421527c1,3,2,common_voice_en_320357.mp3;common_voice_en_320358.mp3,twenties,New Zealand English
female,3f1b2afe8ae3bf95429b436dfb663c70bbed6e672af25b2ae8fd3f0a7cad9658f3dc09b3239039fcf1c4fc7033a5ac217ee8ec45d464c26a724ac9737d790d47,3,2,common_voice_en_17589524.mp3;common_voice_en_17589528.mp3,teens,
female,3f3f8cce04b0b5f0eb46d380f6bbc74397d27ef5fb973b8b29534f5d203ceef94d9aafb4c353b6f02ab3d14ae43efa1886a87387466ebda8c5172925a2d1b75a,3,2,common_voice_en_24987870.mp3;common_voice_en_24987872.mp3,fourties,England English
female,33e5c6432296cef2df70504042b0fa882dc07a4c984c3eed5d0c60504316f02edc1562a886dbfe1127e5dd7759192ec1db551e7ba6e2602a38f44b7c67846368,3,2,common_voice_en_22200722.mp3;common_voice_en_22200726.mp3,sixties,England English
female,34d83696cfc845da875a6f19816a0f851a45bfa63ef8da8681bd2f2c812ae3e588767ceb0f6916ac79610d317b46f418a8ff458f0bd0cc53cd0e3476ef3afb2f,3,2,common_voice_en_39062421.mp3;common_voice_en_39062453.mp3,twenties,
